Company,Paddle,Price,Swing weight,Twist weight,Balance,My paddles weight,Core thickness in mm,Grip length,Grip thickness,RPM,Shape,Face Material,Core Material,Youtube Review,Link to purchase,Discount code,Aa ignore,No ID,Grams,
Joola,Hyperion CFS 14mm,219.95,113,5.74,230,8.08,14,5.5,4.25,1624,Elongated,Raw carbon fiber,Polymer Honeycomb,"https://pickleballstudio.com/blog/joola-hyperion-cfs-14mm-review#:~:text=The%20Hyperion%2016mm%20CFS%20was,as%20much%20to%20get%20power.",https://bit.ly/3sJOWuH,PBSTUDIO 10% OFF,,116,229,PBSTUDIO
Joola,Solaire 14mm,189.95,119,,,0,14,5.5,4.125,1420,Standard,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=EZHmCpL_XME&t=8s,https://bit.ly/3MC2e4K,PBSTUDIO 10% OFF,,96,,
Joola,Solaire 14mm Swift,189.95,109,6.53,,0,14,5.5,4.125,1660,Standard,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3sIgIev,PBSTUDIO 10% OFF,,212,,
Joola,Hyperion CFS 14mm Swift,219.95,112,5.82,241,7.78,14,5.5,4.125,1632,Elongated,Raw carbon fiber,Polymer Honeycomb,,bit.ly/3hZ4IQk,PBSTUDIO 10% OFF,,121,220.5,
Joola,Hyperion CFS 16mm,219.99,127,6.71,245,8.47,16,5.5,4.25,1584,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=D3Hq38AA-M8&t=6s,https://bit.ly/3KxefaN,PBSTUDIO 10% OFF,,92,240.1,
Joola,Hyperion CFS Swift 16mm,219.95,113,6.18,241,7.98,16,5.5,4.125-4.25,1159,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/zUT-WhvbhzE,https://bit.ly/3Dyiosq,PBSTUDIO 10% OFF,,119,226.2,
Joola,Radius,179.95,98,,,0,16,5,4.125,1576,Teardrop,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/D3Hq38AA-M8?si=MWYxLdrQlC1zZJpB,https://bit.ly/3QZt1Ku,PBSTUDIO 10% OFF,,91,,
Joola,Vision 14mm,169.95,109,5.23,235,7.73,14,5.5,4.125,1478,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3G9DLRO,PBSTUDIO 10% OFF,,81,219.1,
Joola,Vision 16mm,169.95,113,5.6,233,8.03,16,5.5,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3zZDUpD,PBSTUDIO 10% OFF,,69,227.7,
Joola,Hyperion CAS 13.5,159.95,117,5.9,,0,13.5,5.5,4.25,1553,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3QgKEoc,PBSTUDIO 10% OFF,,72,,
Joola,Hyperion CAS 16,159.95,124,6.46,,0,16,5.5,4.25,1648,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3ddHMdS,PBSTUDIO 10% OFF,,61,,
Joola,Perseus 14mm,249.99,112,5.72,242,7.74,14,5.5,4.125,1772,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=xY-jBaoPlqU&ab_channel=PickleballStudio,https://bit.ly/3NjF3z0,PBSTUDIO 10% OFF,,190,219.3,
Joola,Perseus 16mm,249.99,116,5.87,,0,16,5.5,4.25,1720,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=xY-jBaoPlqU&ab_channel=PickleballStudio,https://bit.ly/3PcXNRU,PBSTUDIO 10% OFF,,189,,
Joola,Scorpeus Collin Johns 16mm,249.99,112,6.83,236,7.94,16,5.5,4.25,1784,Standard,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/di4D34xNiBI,https://bit.ly/42wi742,PBSTUDIO 10% OFF,,191,225.1,
Joola,Scorpeus Anna Bright 14mm,249.99,111,6.5,236,7.96,14,5.5,4.125,1780,Standard,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/di4D34xNiBI,https://bit.ly/45TEF1n,PBSTUDIO 10% OFF,,192,225.8,
Joola,Scorpeus3 16mm,279.99,111,6.99,237,7.99,16,5.25,4.25,,Standard,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/JM49SmAAn-A,https://bit.ly/3Q3RdwJ,,,357,226.4,
Joola,Scorpeus3 14mm,279.99,109,6.73,,0,14,5.25,4.125,,Standard,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/JM49SmAAn-A,https://bit.ly/3Q2Q20J,,,358,,
Joola,Perseus3 16mm,279.99,117,6.08,,0,16,5.5,4.25,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/JM49SmAAn-A,https://bit.ly/442eYv5,,,359,,
Joola,Perseus3 14mm,279.99,115,5.83,,0,14,5.5,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/JM49SmAAn-A,https://bit.ly/4aCw6df,,,360,,
Joola,Magnus3 16mm,279.99,120,6.36,239,7.97,16,5.25,4.25,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/JM49SmAAn-A,https://bit.ly/3VWjEkd,,,361,225.94,
Joola,Magnus3 14mm,279.99,113,6.15,237,7.9,14,5.25,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/JM49SmAAn-A,https://bit.ly/4aCngvZ,,,362,223.9,
Joola,Hyperion3 16mm,279.99,117,6.09,239,8.05,16,5.5,4.25,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/JM49SmAAn-A,https://bit.ly/3xEghnU,,,363,228.21,
Joola,Hyperion3 14mm,279.99,113,5.78,238,7.81,14,5.5,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/JM49SmAAn-A,https://bit.ly/43ZtwM2,,,364,221.5,
Joola,Mod TA-15 16mm,279.95,118,6.15,243,7.91,16,5.5,4.25,1993,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=5P1zzADmr4A&t=4s,https://bit.ly/3YRvAoV,,,420,224.24,
Joola,Mod TA-15 14mm,279.95,114,5.82,240,7.75,14,5.5,4.125,1982,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=5P1zzADmr4A&t=4s,https://bit.ly/4cuPglk,,,421,219.7,
Joola,Perseus 3S 16mm,279.95,119,6.32,,8.06,16,5.5,4.25,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/sYkj-912WPo,,,,422,228.5,
Joola,Perseus 3S 14mm,279.95,119,6.03,243,7.95,14,5.5,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/sYkj-912WPo,,,,423,225.4,
Joola,Magnus 3S 16mm,279.95,114,6.51,237,7.96,16,5.25,4.25,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/sYkj-912WPo,,,,424,225.6,
Joola,Magnus 3S 14mm,279.95,117,6.15,240,8.02,14,5.25,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/sYkj-912WPo,,,,425,227.3,
Joola,Hyperion 3S 16mm,279.95,117,6.13,241,8.02,16,5.5,4.25,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/sYkj-912WPo,,,,426,227.3,
Joola,Hyperion 3S 14mm,279.95,113,5.9,242,7.79,14,5.5,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/sYkj-912WPo,,,,436,220.9,
Joola,Scorpeus 3S 16mm,279.95,115,7.2,237,8.22,16,5.5,4.25,,Standard,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/sYkj-912WPo,,,,427,233.1,
Joola,Scorpeus 3S 14mm,279.95,108,6.64,235,7.76,14,5.5,4.125,,Standard,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/sYkj-912WPo,,,,435,219.9,
Joola,Perseus Pro IV 16mm,279.95,118,6.14,243,8.19,16,5.5,4.25,2048,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=4nzqRCf7g3s&ab_channel=PickleballStudio,https://bit.ly/3F6DlPW,,,539,232.15,
Joola,Perseus Pro IV 14mm,279.95,113,5.9,243,7.84,14,5.5,4.125,2018,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=4nzqRCf7g3s&ab_channel=PickleballStudio,https://bit.ly/3F6DlPW,,,540,222.35,
Joola,Agassi Pro IV 16mm,279.95,117,6.17,238,8.17,16,5.5,4.25,1997,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=4nzqRCf7g3s&ab_channel=PickleballStudio,https://bit.ly/3F6DlPW,,,541,231.6,
Kiwi Labs,Slice,145,116,6.46,237,8.17,16,5.5,4.4,1435,Standard,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3rHdRBP,,,247,231.5,
Legacy,Pro S,149.99,114,,,0,16,4.85,4.125,,Standard,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3P7YElw,,,250,,
Mark Pickleball,Mark One,159.99,117,6.51,242,8.07,16,5.3,4.125,,Hybrid,"Carbon Fiber,Kevlar",Polymer Honeycomb,,https://bit.ly/4cbTz5m,PBSTUDIO 10% OFF,,379,228.78,PBSTUDIO
Mark Pickleball,Mark Two,159.99,120,6.57,241,8.11,16,5.5,4.125,,Elongated,"Carbon Fiber,Kevlar",Polymer Honeycomb,,https://bit.ly/4e4UjLo,PBSTUDIO 10% OFF,,380,229.91,
Mark Pickleball,Mark OneX,159.99,116,6.57,243,7.91,16,5.75,4.125,1937,Hybrid,"Carbon Fiber,Kevlar",Polymer Honeycomb,,https://bit.ly/3yKH9mA,PBSTUDIO 10% OFF,,378,224.24,
Neonic,Force,99.99,117,6.61,,0,16,5.3,4.25,1970,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/4agD0Fo,PBSTUDIO 10% OFF,,308,,
Neonic,Flow,129.99,116,6.61,,0,16,5.5,4.25,2050,Hybrid,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3UGZQkf,PBSTUDIO 10% OFF,,336,,
Neonic,Flare Ti,149.99,114,7.01,237,8.13,16,5.5,4.125,,Standard,Raw carbon fiber,Polymer Honeycomb,,,PBSTUDIO 10% OFF,,439,230.5,
Neonic,Flare Prime X,139.99,106,6.64,237,7.77,16,5.5,4.125,1869,Standard,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,,https://bit.ly/48ASoMa,PBSTUDIO 10% OFF,,462,220.4,
Neonic,Flow Prime X,129.99,110,6.13,237,7.83,16,5.5,4.125,2071,Hybrid,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,,https://bit.ly/4g17bSU,PBSTUDIO 10% OFF,,463,222,
Neonic,Flow Swift,,114,6.3,238,8.15,16,5.5,4.125,,Hybrid,titanium (polyester threads),Polymer Honeycomb,,,PBSTUDIO 10% OFF,,516,231.16,
Nexus,ProStar,169.99,124,6.34,242,8.21,16,5.5,4.25,,Elongated,titanium (polyester threads),"Foam injected cells,Polymer Honeycomb",,https://bit.ly/4e1hx4x,,,432,232.7,
Onix,Premier,149.99,115,7.28,,0,13,5,4.125,1272,Wide body,(Composite),Polymer Honeycomb,,https://bit.ly/3p1vJmt,,,52,,
Onix,Mayhem Max Control,209.99,118,8.34,242,8.28,16,5.35,4.25,1664,Standard,(Composite),Polymer Honeycomb,,https://bit.ly/3sN0uAH,,,239,234.8,
Onix,Malice DB 16,249.99,100,5.85,220,8.06,16,5,4.25,,Standard,(Composite),Polymer Honeycomb,,https://bit.ly/45FZuwV,,,242,228.6,
Onix,Malice 14,249.99,104,5.98,233,7.69,14,5,4.25,,Standard,(Composite),Polymer Honeycomb,,https://bit.ly/44LzqPz,,,244,217.9,
Onix,Z5,89.99,101,7.31,,0,13,5,4.25,,Wide body,Graphite,Nomex,,https://bit.ly/462gNIg,,,108,,
Oya,Obsidian,169.99,111,5.74,217,8.77,16,6.25,4.25,1890,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/VLt785Goqrw?si=n6tukQj2BsHFEeju,https://bit.ly/3JLwaMA,PBSTUDIO 10% OFF,,205,248.5,
Oya,Obsidian Max,169.99,111,4.74,219,8.36,16,7,4.25,1915,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/VLt785Goqrw?si=n6tukQj2BsHFEeju,https://bit.ly/44z2Lgv,PBSTUDIO 10% OFF,,200,237.1,PBSTUDIO
Oya,Phantom,169.99,123,6.45,236,8.5,16,6.25,4.25,1780,Elongated,Carbon Fiber,Polymer Honeycomb,https://youtu.be/VLt785Goqrw?si=n6tukQj2BsHFEeju,https://bit.ly/3NM9wEJ,PBSTUDIO 10% OFF,,204,241.1,
Oya,Phantom Max,169.99,123,5.47,230,8.41,16,7,4.25,1812,Elongated,Carbon Fiber,Polymer Honeycomb,https://youtu.be/VLt785Goqrw?si=n6tukQj2BsHFEeju,https://bit.ly/3O7LEgs,PBSTUDIO 10% OFF,,203,238.4,
Paddletek,TS-5,99.99,103,6.68,233,7.57,13,5,4.25,1061,Standard,Fiberglass,Polymer Honeycomb,,https://bit.ly/3HlC8lX,,,165,214.7,
Paddletek,Wave Pro v3,209.99,105,6.25,234,7.64,14.3,5.25,4.125 & 4.375,1850,Standard,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3EvJRMu,,,258,216.6,
Paddletek,Wave v3,199.99,110,6.87,237,7.66,12.7,5.25,4.125 & 4.375,1780,Standard,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3EvJRMu,,,259,217.1,
Paddletek,Reign Pro v3,209.99,114,5.52,,0,14.3,5.25,4.125 & 4.375,1816,Elongated,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3EvJRMu,,,260,,
Paddletek,Reign v3,199.99,110,5.78,,0,12.7,5.25,4.125 & 4.375,1810,Elongated,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3EvJRMu,,,261,,
Paddletek,Bantam ESQ-C 12.7mm,249.99,103,6.7,230,7.82,12.7,5.5,4.25,1979,Standard,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,,,PBSTUDIO for 10% OFF,,440,221.81,
Paddletek,Bantam ESQ-C 14.3mm,249.99,106,6.8,235,7.78,14.3,5.5,4.25,1905,Standard,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,,,PBSTUDIO for 10% OFF,,441,220.46,
Paddletek,Bantam ALW-C 14.3mm,249.99,103,6.56,232,7.77,14.3,5.25,4.25,2077,Standard,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,https://youtu.be/waUoAyRiw38,https://bit.ly/3QKB3c9,PBSTUDIO for 10% OFF,,295,220.35,PBSTUDIO
Paddletek,Bantam ALW-C 12.7mm,249.99,102,6.53,233,7.66,12.7,5.25,4.25,2098,Standard,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,https://youtu.be/waUoAyRiw38,https://bit.ly/3QKB3c9,PBSTUDIO for 10% OFF,,296,217.2,
Paddletek,Bantam TKO-C 14.3mm,249.99,118,6.6,245,7.9,14.3,5.25,4.25,2075,Elongated,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,https://youtu.be/waUoAyRiw38,https://bit.ly/3QKB3c9,PBSTUDIO for 10% OFF,,374,223.96,
Paddletek,Bantam TKO-C 12.7mm,249.99,112,6.27,244,7.5,12.7,5.25,4.25,2065,Elongated,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,https://youtu.be/waUoAyRiw38,https://bit.ly/3QKB3c9,PBSTUDIO for 10% OFF,,375,212.62,
Paddletek,Bantam TKO-CX 14.3mm,249.99,122,7.1,252,8,14.3,5.75,4.25,2045,Elongated,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,https://youtu.be/waUoAyRiw38,https://bit.ly/3QKB3c9,PBSTUDIO for 10% OFF,,376,226.79,
Paddletek,Bantam TKO-CX 12.7mm,249.99,121,7.11,255,8,12.7,5.75,4.25,2021,Elongated,"Fiberglass,Raw carbon fiber",Polymer Honeycomb,https://youtu.be/waUoAyRiw38,https://bit.ly/3QKB3c9,PBSTUDIO for 10% OFF,,377,226.79,
Pro Kennex,Pro Speed II,169.95,,,,0,11,4.875,4,1488,Wide body,"Carbon Fiber,Fiberglass",Polymer Honeycomb,,https://bit.ly/3HlC8lX,,,70,,
Pro Kennex,Pro Flight,189.95,89,5.36,,0,11,4.875,4,1620,Wide body,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3HlC8lX,,,62,,
Pro Kennex,Black Ace Pro Ovation,249.99,101,5.92,,0,10,5.4,4,1654,Standard,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=pMwoPjwj7M0&list=PLd8WdtbnlZd4HAyVxwWGC9CxlK2Kmruyc&index=25&t=252s,https://bit.ly/3HlC8lX,,,133,,
Pro Kennex,Black Ace Pro,249.99,100,6.25,,0,10,5.3,4,1660,Standard,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=pMwoPjwj7M0&list=PLd8WdtbnlZd4HAyVxwWGC9CxlK2Kmruyc&index=25&t=252s,https://bit.ly/3HlC8lX,,,134,,
Pro Kennex,Black Ace LG Daniel de la Rosa,249.99,107,5.42,225,7.97,10,5.8,4,1777,Elongated,Raw carbon fiber,Polymer Honeycomb,,,,,352,226,
Pro Kennex,Black Ace XF 14mm,280,102,5.29,224,7.81,14,5.1,4,,Elongated,Raw carbon fiber,Polymer Honeycomb,,,,,506,221.5,
Pro Kennex,Black Ace 16mm,280,105,6.22,231,7.81,16,5.3,4,,Wide body,Raw carbon fiber,Polymer Honeycomb,,,,,507,221.41,
Pro Kennex,Black Ace 14mm,280,100,6.33,222,7.84,14,5.3,4,,Wide body,Raw carbon fiber,Polymer Honeycomb,,,,,508,222.2,
Pro Kennex,Black Ace LG 14mm,280,106,5.34,228,7.86,14,5.9,4,,Elongated,Raw carbon fiber,Polymer Honeycomb,,,,,509,222.9,
Pickleball Apes,Neo Line One,69.99,117,6.04,,0,16,5.5,4.5,1366,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/44OIFiS,PBSTUDIO to save 10%,,243,,
Pickleball Apes,Pro Line Energy,149.99,120,5.66,,0,16.5,6.25,4.25,1743,Elongated,"Carbon Fiber,Kevlar",Polymer Honeycomb,,https://bit.ly/453IaSh,PBSTUDIO to save 10%,,197,,PBSTUDIO
Pickleball Apes,Pro Line Energy S,169.99,118,6.34,237,8.29,16.4,5.5,4.25,1740,Elongated,"Carbon Fiber,Kevlar",Polymer Honeycomb,https://www.youtube.com/watch?v=chVFvSDSRn4&ab_channel=PickleballStudio,https://bit.ly/3MgH6CQ,PBSTUDIO to save 10%,,281,234.9,
Pickleball Apes,Pulse V,199.99,110,7.34,235,8.14,16.5,5.5,4.25,1924,Wide body,Kevlar,Polymer Honeycomb,,https://bit.ly/4hg8jUl,PBSTUDIO to save 10%,,448,230.9,
Pickleball Apes,Pulse S,199.99,113,6.27,238,8.05,16.5,5.5,4.25,1910,Hybrid,Kevlar,Polymer Honeycomb,,https://bit.ly/3YE8VM7,PBSTUDIO to save 10%,,449,228.2,
Pickleball Apes,Pulse E,199.99,124,5.79,244,8.26,16.5,6.25,4.25,1835,Extra Elongated,Kevlar,Polymer Honeycomb,,https://bit.ly/3YDibAc,PBSTUDIO to save 10%,,450,234.1,
Pickleball Apes,Pulse X,199.99,122,6.16,244,8.14,16.5,,4.25,,Elongated,Kevlar,Polymer Honeycomb,,,PBSTUDIO to save 10%,,502,230.7,
Pickleball Poker,The Bet,75.99,123,5.48,246,7.94,16,6,4.25,1915,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/46UcHBT,,,309,225.1,
ProXR,Zane Signature Carbon 13mm 2024,209.99,116,5.6,235,8.09,13,6,4,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=0KcD03X4BKI&ab_channel=PickleballStudio,https://bit.ly/3XIcJf5,PBSTUDIO to get $20 off,,404,229.34,
ProXR,Signature 16mm 2024,209.99,121,6.1,236,8.32,16,6,4,,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=0KcD03X4BKI&ab_channel=PickleballStudio,https://bit.ly/3XIcJf5,PBSTUDIO to get $20 off,,405,235.86,
ProXR,The Standard 16mm 2024,209.99,116,7.4,234,8.33,16,5.25,4,,Standard,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=0KcD03X4BKI&ab_channel=PickleballStudio,https://bit.ly/4cF0LaC,PBSTUDIO to get $20 OFF,,403,236.15,
ProXR,The Standard 13mm 2024,209.99,115,7,233,8.43,13,5.25,4,,Standard,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=0KcD03X4BKI&ab_channel=PickleballStudio,https://bit.ly/4cF0LaC,PBSTUDIO to get $20 OFF,,402,238.93,
Proton,Series 1 Type A Square 11mm,280,118,6.95,,8.26,11,5.25,4.25,,Standard,Carbon Fiber,Polymer Honeycomb,,,,,373,234.16,
Professor,PhD,99.99,119,5.95,240,8.21,16,5.5,4.25,1806,Elongated,Raw carbon fiber,Polymer Honeycomb,,,,,298,232.7,
ProDrive,Drive,199,130,7.26,243,8.72,19,5,4.125,1485,Elongated,Carbon Fiber,"Polymer Honeycomb,kevlar",,https://bit.ly/3KMIPOu,PBSTUDIO to save 10%,,111,247.3,
ProDrive,Drive Carbon,199,132,7.56,242,8.89,19,5,4.25,1798,Elongated,Raw carbon fiber,"Polymer Honeycomb,kevlar",,https://bit.ly/44KjiOr,PBSTUDIO to save 10%,,218,251.9,
ProDrive,Encounter,219,116,5.45,,0,16,5.5,4.25,,Elongated,Raw carbon fiber,"Nomex,Polymer Honeycomb",,,PBSTUDIO to save 10%,,290,,
ProDrive,Ghost,189,114,6.59,235,8,16,5.5,4.125,1740,Elongated,Raw carbon fiber,Nomex,,https://bit.ly/3PtxVB1,PBSTUDIO to save 10%,,219,226.9,
ProDrive,Maverick,265,114,5.76,239,8.06,16,5.5,4.125,,Hybrid,"Kevlar,Raw carbon fiber","Nomex,Polymer Honeycomb",,,PBSTUDIO to save 10%,,505,228.6,
PIKKL,Vantage Pro 16mm,139,120,6.75,,0,16,5.35,4.25,1966,Hybrid,Raw carbon fiber,Polymer Honeycomb,,https://pikkl.com/,PBSTUDIO,,278,,
PIKKL,Vantage Pro 14mm,139,114,6.3,,0,14,5.35,4.25,2089,Hybrid,Raw carbon fiber,Polymer Honeycomb,,https://pikkl.com/,PBSTUDIO,,279,,
PIKKL,Hurricane Pro 16mm,159.99,108,6.71,236,7.9,16,5.5,4.25,2041,Standard,Raw carbon fiber,Polymer Honeycomb,,https://pikkl.com/,PBSTUDIO,,350,223.96,
PIKKL,Hurricane Pro 14mm,159.99,106,6.52,235,7.76,14,5.5,4.25,2056,Standard,Raw carbon fiber,Polymer Honeycomb,,https://pikkl.com/,PBSTUDIO,,351,219.99,
Reload,RLD 1-16,200,122,6.2,246,8.25,16,5.5,4.25,1979,Elongated,Raw carbon fiber,Polymer Honeycomb,https://youtu.be/at8whDOjsH4,https://bit.ly/4d7a4R8,PBSTUDIO to save 10%,RLD 1-16,416,233.88,
Ronbus,R1.16,120,117,6.19,,0,16,5.5,4.25,2120,Elongated,Raw carbon fiber,Polymer Honeycomb,,http://bit.ly/3SWHI2H,PBSTUDIO to save $20,,149,,PBSTUDIO
Ronbus,Nova.R1,180,114,5.81,237,7.82,16,5.5,4.125,1805,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=a4t4pDSYLdk&ab_channel=PickleballStudio,https://bit.ly/3PrARy6,PBSTUDIO to save $20,,262,221.7,
Ronbus,Nova.R3,180,121,6.08,242,8.13,16,5.5,4.125,1811,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/45IHkub,PBSTUDIO to save $20,,280,230.6,
Ronbus,R1 Pulsar (5.25” handle),169.99,113,6.19,,0,16,5.25,4.125,2006,Hybrid,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=mymFwG8_HYA&t=60s,https://bit.ly/45IHkub,PBSTUDIO to save $20,,187,,
Ronbus,R1 Pulsar (5.5” handle),169.99,117,6.22,,0,16,5.5,4.125,1975,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/45IHkub,PSTUDIO to save $20,,221,,
Ronbus,R3 Pulsar,169.99,124,6.39,241,8.2,16,5.5,4.125,2076,Elongated,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=mymFwG8_HYA&t=60s,https://bit.ly/3ZaslqC,PBSTUDIO to save $20,,188,232.6,
Ronbus,Pulsar FX1,180,119,6.29,240,8.16,16,5.5,4.125,2029,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/4bfAOhy,PBSTUDIO to save $20,,384,231.33,
Ronbus,Pulsar FX2,180,112,7.05,236,8.14,16,5.5,4.125,1993,Standard,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3WG8aRZ,PBSTUDIO to save $20,,385,230.76,
Ronbus,Pulsar FX3,180,123,6.29,246,8.22,16,5.5,4.125,2003,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3ylKGYx,PBSTUDIO to save $20,,386,233.03,
Ronbus,Ripple R1.14,260,114,5.52,240,7.98,14,5.5,4.125,,Elongated,Raw carbon fiber,"Carbon Fiber,EVA Foam",,,PBSTUDIO to save $20,,481,226.3,
Rokne,Curve Classic,89.99,123,,,0,13,5.5,4.25,1355,Elongated,Fiberglass,Polymer Honeycomb,,https://bit.ly/3HlC8lX,,,66,,
Rokne,X,179.99,109,,,0,16,5.25,4.25,1454,Elongated,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3HlC8lX,,,25,,
Rokne,Aeroblade,299.99,133,5.71,,0,16,5.5,4.25,1543,Elongated,3k carbon fiber,Polymer Honeycomb,,,,,324,,
Speed Up,Fire 14mm,119.99,114,5.78,239,7.78,14,6,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3SIcTiB,,,340,220.5,
Speed Up,Ice 16mm,119.99,121,6.03,241,7.87,16,6,4.125,,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/49Ceeys,,,341,223.2,
Spartus,Ballista,159.99,110,5.66,233,8,16,5.4,4.25,1863,Elongated,Carbon Fiber,Polymer Honeycomb,,https://bit.ly/3QsJvNE,PBSTUDIO 10% OFF,,216,226.7,
Spartus,Gladius 16,84.99,125,6.19,245,8.15,16,5.5,4.3,1791,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3QhKPmv,PBSTUDIO 10% OFF,,245,231,PBSTUDIO
Spartus,Gladius Centurion,99.99,118,5.93,,0,16,5.5,4.125,1829,Elongated,Raw carbon fiber,Polymer Honeycomb,,https://bit.ly/3uWwxPT,PBSTUDIO 10% OFF,,305,,
Spartus,Apollo,129.99,107,7.48,229,8.14,16,5.5,4.125,2072,Standard,Kevlar,Polymer Honeycomb,https://www.youtube.com/watch?v=HpKprVtGFqo&t=431s,https://bit.ly/44drRlZ,PBSTUDIO 10% OFF,,365,230.76,
Spartus,Olympus,199.99,113,6.24,234,8.08,14,5.5,4.25,,Hybrid,Raw carbon fiber,Polymer Honeycomb,https://www.youtube.com/watch?v=Nz0fffaL27M&t=193s&ab_channel=PickleballStudio,,PBSTUDIO 10% OFF,,410,229.06,
SLK,Omega Max,139.99,103,6.2,,0,13,5,4.25,1700,Standard,"Carbon Fiber,Fiberglass",Polymer Honeycomb,https://www.youtube.com/watch?v=iII4PtfInu0&t=348s,https://bit.ly/3K8c8uE,INF-PBSTUDIO to receive a digital gift card,,50,,
